1884,"12/2/2021, 1:50:10 PM",1,"automovil",2843,232.0283962389496,"leftright_topbottom",40.08344526088313
1886,"12/2/2021, 1:50:10 PM",2,"automovil",2843,228.27048792318357,"leftright_topbottom",44.156238126435895
1892,"12/2/2021, 1:50:11 PM",1,"van",2841,246.3706222693432,"leftright_topbottom",25.741219230489552
1898,"12/2/2021, 1:50:11 PM",2,"tp_van",2841,225,"leftright_topbottom",47.42672604961946
1915,"12/2/2021, 1:50:11 PM","1der","automovil",2847,317.17474411461006,"rightleft_bottomtop",55.11073394188023
1917,"12/2/2021, 1:50:11 PM","2der","automovil",2847,316.04162667600997,"rightleft_bottomtop",52.412059060170925
1932,"12/2/2021, 1:50:12 PM",1,"automovil",2844,244.29004621918875,"leftright_topbottom",27.821795280644004
1938,"12/2/2021, 1:50:12 PM",2,"automovil",2844,240.1409838350769,"leftright_topbottom",32.28574221454256
1957,"12/2/2021, 1:50:12 PM","1der","pickup",2851,319.6986805172994,"rightleft_bottomtop",57.634670344569614
1960,"12/2/2021, 1:50:12 PM","2der","pickup",2851,304.7778313663639,"rightleft_bottomtop",41.14826375052482
1986,"12/2/2021, 1:50:13 PM",1,"camion_articulado_I",2848,236.30993247402023,"leftright_topbottom",35.80190902581252
1988,"12/2/2021, 1:50:13 PM",2,"camion_articulado_I",2848,224.09061955080085,"leftright_topbottom",48.336106498818594
2041,"12/2/2021, 1:50:14 PM",1,"pickup",2855,246.80140948635182,"leftright_topbottom",25.310432013480927
2046,"12/2/2021, 1:50:14 PM",2,"pickup",2855,224.29268063145574,"leftright_topbottom",48.13404541816372
2058,"12/2/2021, 1:50:14 PM","1der","pickup",2859,325.00797980144137,"rightleft_bottomtop",62.943969628711514
2064,"12/2/2021, 1:50:14 PM","2der","pickup",2859,302.5740571345725,"rightleft_bottomtop",38.94448951873346
2091,"12/2/2021, 1:50:15 PM",1,"automovil",2857,243.434948822922,"leftright_topbottom",28.676892676910732
2096,"12/2/2021, 1:50:15 PM",2,"automovil",2857,231.63251461513846,"leftright_topbottom",40.79421143448099
2128,"12/2/2021, 1:50:16 PM",1,"automovil",2863,227.04540848888723,"leftright_topbottom",45.0664330109455
2131,"12/2/2021, 1:50:16 PM",2,"automovil",2863,226.33221985386965,"leftright_topbottom",46.09450619574982
2160,"12/2/2021, 1:50:17 PM",1,"camion_unitario",2865,237.80426606528675,"leftright_topbottom",34.30757543454599
2166,"12/2/2021, 1:50:17 PM",2,"camion_unitario",2865,228.91824886406738,"leftright_topbottom",43.50847718555208
2176,"12/2/2021, 1:50:17 PM",1,"automovil",2870,228.50353164478446,"leftright_topbottom",43.608309855048276
2179,"12/2/2021, 1:50:17 PM",2,"automovil",2870,225.53545898556453,"leftright_topbottom",46.89126706405494
2200,"12/2/2021, 1:50:18 PM",1,"camion_unitario",2869,245.37643521383637,"leftright_topbottom",26.73540628599635
2207,"12/2/2021, 1:50:18 PM",2,"camion_unitario",2869,230.71059313749964,"leftright_topbottom",41.71613291211982
2215,"12/2/2021, 1:50:18 PM","1der","automovil",2875,316.56506908559226,"rightleft_bottomtop",54.501058912862426
2215,"12/2/2021, 1:50:18 PM","2der","motocicleta",2878,314.2151753970081,"rightleft_bottomtop",50.58560778116906
2218,"12/2/2021, 1:50:18 PM","2der","automovil",2875,303.4762782961027,"rightleft_bottomtop",39.846710680263605
2266,"12/2/2021, 1:50:19 PM",1,"automovil",2873,242.35402463626133,"leftright_topbottom",29.757816863571417
2270,"12/2/2021, 1:50:19 PM",1,"automovil",2879,227.81555668421123,"leftright_topbottom",44.29628481562151
